WalkerID, PositionX, PositionY, PositionZ, Collisions, XIRate, log10(XIRate)
1100, 4, 9, 18, 13374, 0.33435, 0.896612
1101, 5, 9, 18, 13370, 0.33425, 0.896584
1102, 9, 10, 18, 14435, 0.360875, 0.903816
1103, 10, 10, 18, 14573, 0.364325, 0.904714
1104, 9, 11, 18, 14604, 0.3651, 0.904915
1105, 10, 11, 18, 14526, 0.36315, 0.904409
1106, 9, 12, 18, 14213, 0.355325, 0.902354
1107, 10, 12, 18, 14393, 0.359825, 0.903541
1108, 9, 13, 18, 14497, 0.362425, 0.904221
1109, 10, 13, 18, 14449, 0.361225, 0.903908
1110, 2, 14, 18, 24347, 0.608675, 0.953148
1111, 17, 14, 18, 33391, 0.834775, 0.982958
1112, 2, 15, 18, 24389, 0.609725, 0.953311
1113, 5, 15, 18, 11855, 0.296375, 0.885234
1114, 6, 15, 18, 11848, 0.2962, 0.885179
1115, 17, 15, 18, 33333, 0.833325, 0.982793
1116, 5, 16, 18, 12044, 0.3011, 0.886727
1117, 6, 16, 18, 11931, 0.298275, 0.885837
1118, 9, 16, 18, 19896, 0.4974, 0.934096
1119, 10, 16, 18, 19825, 0.495625, 0.933759
1120, 13, 16, 18, 22621, 0.565525, 0.946209
1121, 14, 16, 18, 22701, 0.567525, 0.946542
1122, 5, 17, 18, 11850, 0.29625, 0.885195
1123, 6, 17, 18, 11882, 0.29705, 0.885449
1124, 9, 17, 18, 19926, 0.49815, 0.934238
1125, 10, 17, 18, 20065, 0.501625, 0.934894
1126, 13, 17, 18, 22586, 0.56465, 0.946063
1127, 14, 17, 18, 22656, 0.5664, 0.946355
1128, 1, 18, 18, 40000, 1, 1
1129, 5, 18, 18, 11894, 0.29735, 0.885544
1130, 6, 18, 18, 12097, 0.302425, 0.887141
1131, 6, 1, 19, 33431, 0.835775, 0.98307
1132, 7, 1, 19, 33366, 0.83415, 0.982887
1133, 10, 1, 19, 33434, 0.83585, 0.983079
1134, 14, 1, 19, 24143, 0.603575, 0.952354
1135, 10, 2, 19, 33364, 0.8341, 0.982881
1136, 14, 2, 19, 24391, 0.609775, 0.953319
1137, 12, 3, 19, 31033, 0.775825, 0.976046
1138, 11, 4, 19, 31317, 0.782925, 0.976906
1139, 12, 4, 19, 31140, 0.7785, 0.976371
1140, 17, 4, 19, 33347, 0.833675, 0.982833
1141, 18, 4, 19, 33107, 0.827675, 0.982151
1142, 8, 7, 19, 31069, 0.776725, 0.976156
1143, 13, 7, 19, 31165, 0.779125, 0.976447
1144, 17, 7, 19, 31130, 0.77825, 0.976341
1145, 9, 10, 19, 14271, 0.356775, 0.902738
1146, 10, 10, 19, 14457, 0.361425, 0.90396
1147, 9, 11, 19, 14405, 0.360125, 0.90362
1148, 10, 11, 19, 14540, 0.3635, 0.9045
1149, 9, 12, 19, 14293, 0.357325, 0.902883
1150, 10, 12, 19, 14435, 0.360875, 0.903816
1151, 9, 13, 19, 14376, 0.3594, 0.90343
1152, 10, 13, 19, 14364, 0.3591, 0.903351
1153, 2, 14, 19, 24537, 0.613425, 0.953882
1154, 2, 15, 19, 24565, 0.614125, 0.953989
1155, 5, 15, 19, 11802, 0.29505, 0.884812
1156, 6, 15, 19, 11793, 0.294825, 0.88474
1157, 5, 16, 19, 11909, 0.297725, 0.885663
1158, 6, 16, 19, 11992, 0.2998, 0.886319
1159, 13, 16, 19, 22433, 0.560825, 0.945422
1160, 14, 16, 19, 22536, 0.5634, 0.945854
1161, 5, 17, 19, 11703, 0.292575, 0.884017
1162, 6, 17, 19, 12046, 0.30115, 0.886743
1163, 5, 18, 19, 11832, 0.2958, 0.885051
1164, 6, 18, 19, 11959, 0.298975, 0.886059
